Lobster Sandwich,$20.50,Big T’s Seafood Market Bar,$$,000000000.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/AsUOeOlV4s7pgZ8948t4Iw/258s.jpg
Chicken Biryani,$8.99,Shan,$,000000136.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/foMnoj4MhqLYvAx_mpHmbQ/258s.jpg
Chicken Breast Tandoori,$4.99,Shan,$,000000137.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/pj8EoBtMLc_8db6bnQGBjA/258s.jpg
Basmati Rice,$2.99,Shan,$,000000138.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/cIg2wGEFEv99hVh0ctI0ng/258s.jpg
Chicken Karahi Special,$9.49,Shan,$,000000139.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/JZAQvc7_Sw0JLAWslfI_ww/258s.jpg
Chicken Kofta,$8.99,Shan,$,000000140.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/phqZj1ojiHebl4wso-D13Q/258s.jpg
Chicken Kebab Roll,$5.99,Shan,$,000000141.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/nggK3v49nuANkMO0kkjJng/258s.jpg
Chicken Leg Tandoori,$4.49,Shan,$,000000142.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/KCHm7rAdjsILZnCakd8XYg/258s.jpg
Lamb Curry,$9.49,Shan,$,000000143.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/aQ-SZVevMlVOEBCH3S7IzA/258s.jpg
Paneer Tikka,$6.99,Shan,$,000000144.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/J9u_o3flcvFcDQW48I8qcA/258s.jpg
Banh Khot,$8.95,Vung Tau Restaurant,$$,000000145.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/iTzOAL_reKMhOjaMMLyAVg/258s.jpg
Canh Sung Vung Tau,$16.50,Vung Tau Restaurant,$$,000000146.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/flpKZX-x1sluuYh9_f8jJA/258s.jpg
Ba Nam Sa Dec,$9.75,Vung Tau Restaurant,$$,000000147.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/CVAGLADXN7Jw4jPiGmpPog/258s.jpg
Canh Chua,$10.50,Vung Tau Restaurant,$$,000000148.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/dc3N6-NA-tFSSS-FcGzJaA/258s.jpg
Bo Luc Lac,$15.50,Vung Tau Restaurant,$$,000000149.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/fEayCt8fQetbLzSWg7nHrw/258s.jpg
Cha Gio,$7.50,Vung Tau Restaurant,$$,000000150.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/RbPnjHE6OFPW9c27fviI5w/258s.jpg
Bun Bo Hue,$9.25,Vung Tau Restaurant,$$,000000151.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/FzTABhjMctOF-v8vJpAGMQ/258s.jpg
Banh Hoi,$4.50,Vung Tau Restaurant,$$,000000152.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/AfT2mtHRY4t0IDl-dl5HXQ/258s.jpg
Nam Vang,$9.75,Vung Tau Restaurant,$$,000000153.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/TVgTdZuwnGMi7vc2Spsq8A/258s.jpg
Cheesesteak,$9.95,St. John’s Bar &amp; Grill,$$,000000154.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/HD9fkYQKtlM0WZdtRcnR-g/258s.jpg
Cheeseburger,$8.65,St. John’s Bar &amp; Grill,$$,000000155.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/YyMcno3sIlBkUK1tlcEqlQ/258s.jpg
The Big Daddy,$14.50,St. John’s Bar &amp; Grill,$$,000000156.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/ND3T4ogrp2gYwZMVEuIIOw/258s.jpg
Bacon Swiss Burger,$9.65,St. John’s Bar &amp; Grill,$$,000000157.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/pCX4ugBIuYykTjgZx2LQGA/258s.jpg
Hickory Burger,$8.95,St. John’s Bar &amp; Grill,$$,000000158.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/qBEkG2vEd4-qGPYlYJQ_DQ/258s.jpg
Deep Fried Zucchini,$5.75,St. John’s Bar &amp; Grill,$$,000000159.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/tPenJsqF4N92XtBe4ojHXQ/258s.jpg
Cajun Burger,$8.95,St. John’s Bar &amp; Grill,$$,000000160.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/gvZK09bfwerzrZPE-7ZoNg/258s.jpg
Guaco Bacon Burger,$10.50,St. John’s Bar &amp; Grill,$$,000000161.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/qiEP5f_lSZziYTCYb8QxgQ/258s.jpg
Jalapeno Poppers,$5.95,St. John’s Bar &amp; Grill,$$,000000162.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/grsrlWNA6bpBDbzfBB_BcQ/258s.jpg
Tritip Tuesday Santa Maria Tri Tip Sandwich,$7.75,St. John’s Bar &amp; Grill,$$,000000163.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/Eze2EqTLahXudI-Cm9KQ0A/258s.jpg
California Roll,$5.25,Okayama Express,$$,000000164.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/4vX2mxiB6xFg6NNPlIQYnQ/258s.jpg
Hawaiian Roll,$14.95,Okayama Express,$$,000000165.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/_o3wDbdPWJ67lhldzGzljg/258s.jpg
Gyoza,$5.50,Okayama Express,$$,000000166.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/4dKCXSk7stRO6-SwkN1uYQ/258s.jpg
Hamachi,$10.50,Okayama Express,$$,000000167.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/B4Eua2GeAQPJ1li-kUpJpw/258s.jpg
Double Roll,$14.95,Okayama Express,$$,000000168.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/RzmdS-Mj7fhEOV8yAG-aVQ/258s.jpg
Sharks Roll,$10.20,Okayama Express,$$,000000169.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/mxSV5VTBwQhIvDErz3ipUg/258s.jpg
Fantasy Roll,$14.50,Okayama Express,$$,000000170.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/_KUKkss6damP5iGk9v7ZBg/258s.jpg
Toro,$24.95,Okayama Express,$$,000000171.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/lV_if3clpfwDueE9sU59nw/258s.jpg
Golden California Roll,$6.75,Okayama Express,$$,000000172.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/ag87wgB-9PBAw7Nk-H7Mxg/258s.jpg
Chicken Katsu,$15.50,Okayama Express,$$,000000173.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/rEsiAFSUlmMXjlzaf9AaaQ/258s.jpg
Chicken Shawarma Rice Bowl,$11.00,Sajj Mediterranean,$$,000000174.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/NOTyeGt7GKuYmFZYWHbckQ/258s.jpg
Falafel Wrap,$9.50,Sajj Mediterranean,$$,000000175.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/OaawQjZYHmEpgrlLa1l8QQ/258s.jpg
Falafel Rice Bowl,$9.50,Sajj Mediterranean,$$,000000176.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/WTXuNENfqAU_hQ4n5ex0Kw/258s.jpg
Falafel Salad,$10.50,Sajj Mediterranean,$$,000000177.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/QtVns4c8T02nIXjdINz07A/258s.jpg
Grilled Pork Spring Roll,$7.00,Vespa Restaurant,$$,000000178.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Rn6kw5omap3mKn7jP2NnbA/258s.jpg
Garlic Noodles,$6.00,Vespa Restaurant,$$,000000179.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/kVdc0-I2WghpMSeDqhXrKg/258s.jpg
Bun Bo Hue,$12.00,Vespa Restaurant,$$,000000180.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/ZhQioEJDeOBXheokVSEDFw/258s.jpg
Vespa Crispy Egg Roll,$6.00,Vespa Restaurant,$$,000000181.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/SxYF9Naw2riRirgASpspbg/258s.jpg
Pan Seared Sea Bass,$32.00,Vespa Restaurant,$$,000000182.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/zBLwE__j8CJw37GEnMfhMw/258s.jpg
Fried Calamari,$8.00,Vespa Restaurant,$$,000000183.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/akH_9BmKrpYwY6xXwfGCNQ/258s.jpg
Smoked Hot Links,$5.00,Smoked Out BBQ,$$,000000184.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Ns6k7xfp1nKQ2FDtv7_SOQ/258s.jpg
Smoked Hot Link Sandwich,$13.00,Smoked Out BBQ,$$,000000185.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Ns6k7xfp1nKQ2FDtv7_SOQ/258s.jpg
Smoked Pork Ribs,$17.00,Smoked Out BBQ,$$,000000186.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/Rvu6gFfpIqGSM_bzYsxJFQ/258s.jpg
Smoked Tri-tip Sandwich,$16.00,Smoked Out BBQ,$$,000000187.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/mF7CazWbPwKGSQoV-0qBbg/258s.jpg
Smoked Brisket Sandwich,$16.00,Smoked Out BBQ,$$,000000188.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/_E9bwv2LHd-E4TS6kionMg/258s.jpg
Smoked Pulled Pork Sandwich,$14.00,Smoked Out BBQ,$$,000000189.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/5St1sOzOADrdTz0ZkNybsg/258s.jpg
Hawaiian Sweet Roll,$0.75,Smoked Out BBQ,$$,000000190.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/jmuIXKFZ3hLZKE6yBXHIrA/258s.jpg
Butter Chicken Pizza,$12.95,Parktown Pizza Company,$$,000000191.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/lIHvUk56tPBLj_1qitMZHw/258s.jpg
Top Gun Pizza,$12.95,Parktown Pizza Company,$$,000000192.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/MDr-Nvm6Gn6P5ygTERZHAA/258s.jpg
Tandoori Wings,$8.95,Parktown Pizza Company,$$,000000193.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/F-B9MDjho_CmK8rTwn81gA/258s.jpg
Chili Paneer Pizza,$12.95,Parktown Pizza Company,$$,000000194.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/I3CoDEBCzz16wVhxh27ZPw/258s.jpg
Garlic Paneer Pizza,$12.95,Parktown Pizza Company,$$,000000195.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/9KC9rMjVMO37ShNu-ubuzg/258s.jpg
Veggie Masala Pizza,$12.95,Parktown Pizza Company,$$,000000196.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/GsLEzDBVoXhYxE0frg8jqQ/258s.jpg
Hot Wings,$8.95,Parktown Pizza Company,$$,000000197.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/0WMsPEO8-2rHP7lWON6_Dg/258s.jpg
Korean Fried Chicken,$8.47,Starbird,$$,000000198.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/ynQzNZjekHWGyMWhdMUpng/258s.jpg
Asian Chicken Salad,$11.47,Starbird,$$,000000199.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/M-9cpHaguFFPqrHdE2Pp9g/258s.jpg
Green Goddess Cobb Salad,$11.47,Starbird,$$,000000200.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/aKLt1IfW1SQZkAUmwZL4bA/258s.jpg
Chicken Chop Salad,$11.47,Starbird,$$,000000201.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/VKZvlN2FxcKTuBhKNMXugw/258s.jpg
Free Range Ranch,$9.27,Starbird,$$,000000202.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/XVHXk10BrkOqs-5nR3CICw/258s.jpg
Backyard Bbq,$8.47,Starbird,$$,000000203.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/spiiTWxxWRqYs6lKhPMbiQ/258s.jpg
California Roll,$4.27,Starbird,$$,000000204.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/hdp1TsFt0LIrCJ75nx_tcA/258s.jpg
Senor Baja Taco,$4.27,Starbird,$$,000000205.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/TKH_F11Fr0Tb6oI2qJikPQ/258s.jpg
Nashville Hotbird,$9.27,Starbird,$$,000000206.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/2aPzcqKRwOmH0vYvAYWSiw/258s.jpg
The Mediterranean Salad,$11.47,Starbird,$$,000000207.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/7WAcge7-I60DvTJoHxT_3Q/258s.jpg
Uni Pasta,$28.00,EMC Seafood &amp; Raw Bar,$$$,000000208.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/ZthAzZkfm0Ex5DEiSGFwmQ/258s.jpg
Garlic Noodles,$11.00,EMC Seafood &amp; Raw Bar,$$$,000000209.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/6hQObbYYD0t8XEFqpkD6cA/258s.jpg
Truffle Crab Garlic Noodles,$28.00,EMC Seafood &amp; Raw Bar,$$$,000000210.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/2FlpFq3nVZKc79U0TPojUw/258s.jpg
Truffle Salmon Carpaccio,$16.00,EMC Seafood &amp; Raw Bar,$$$,000000211.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/d5rsut80msVpcNGjGOargw/258s.jpg
Soft Shell Crab Sliders,$15.00,EMC Seafood &amp; Raw Bar,$$$,000000212.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/YnF1KJ8LVS46ibaT2UEwpw/258s.jpg
Fries with Truffle Mushroom Aioli,$7.00,EMC Seafood &amp; Raw Bar,$$$,000000213.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/UUOhAySxBHzDgK4vzYqOMg/258s.jpg
Lobster Roll,$24.00,EMC Seafood &amp; Raw Bar,$$$,000000214.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/YyUDwcv1C6aw-H2uMBbqkQ/258s.jpg
Hokkaido Scallop Carpaccio,$14.00,EMC Seafood &amp; Raw Bar,$$$,000000215.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/BO-0wvTMaFkr_r5Tmhc7kw/258s.jpg
Truffle Salmon Roll,$19.00,EMC Seafood &amp; Raw Bar,$$$,000000216.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/RZTKBVTcmuYLOnT7NMXCJA/258s.jpg
Grilled Fish Tacos,$9.00,EMC Seafood &amp; Raw Bar,$$$,000000217.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/29MSF7q59y-Q-8zqMJZiSA/258s.jpg
Lamb and Beef Gyro,$10.75,Greek Spot,$$,000000218.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/vg9jJFcdfA0iOxRTK-YP3w/258s.jpg
Gyro Plate,$18.75,Greek Spot,$$,000000219.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Mmvw7eGobhIusiKR4H4s_Q/258s.jpg
Chicken Gyro,$10.75,Greek Spot,$$,000000220.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/07ULTRdj0f_wyR32VXC_DA/258s.jpg
Tzatziki,$6.50,Greek Spot,$$,000000221.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/xBr1zIfT54bYYwU-POWh1Q/258s.jpg
Gyro Salad,$14.00,Greek Spot,$$,000000222.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/8LSGGX90wAZ82VAfhzpw2g/258s.jpg
Baklava,$3.75,Greek Spot,$$,000000223.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/XrpUkjKWEcDn7SxyML8i2g/258s.jpg
Chicken Souvlaki,$10.75,Greek Spot,$$,000000224.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/qkpQIYFSB7OAE9E3WN_t9w/258s.jpg
Souvlaki Plate,$21.25,Greek Spot,$$,000000225.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/X-rA82RfOqLbofRzhyE1Eg/258s.jpg
Pork Gyro,$10.75,Greek Spot,$$,000000226.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/Lvi-DMKCL9ZuIaOmo8l2hQ/258s.jpg
Loukoumades,$6.50,Greek Spot,$$,000000227.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/CU8_qqpnyo_bPJyXh-Exlw/258s.jpg
Braised Pork,$9.49,Tastier Panburger,$,000000228.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/cvtGIOoeGdiQR6yPfX2ODQ/258s.jpg
Beef Panburger,$1.99,Tastier Panburger,$,000000229.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/M23KC8NHUgrkTFJtrwvTEQ/258s.jpg
Pork Panburger,$1.99,Tastier Panburger,$,000000230.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/l51Qm4RqEOuntF99cDuanw/258s.jpg
Shrimp and Pork Wonton Soup,$7.50,Tastier Panburger,$,000000231.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/ATrlWP7ZsOU1temWtFi7MQ/258s.jpg
Stick Roll Hangzhou,$3.99,Tastier Panburger,$,000000232.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Hcdu2oaPyf3rcACQYtlbgA/258s.jpg
House Special Combo,$10.49,Tastier Panburger,$,000000233.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/jh5lQ7JFfNqJlvW2oyqWog/258s.jpg
Bulgogi,$14.99,Bibimbowl,$$,000000234.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/QMzzNmX-ghPlYUyXgB-GCQ/258s.jpg
Bibim Bowl,$9.99,Bibimbowl,$$,000000235.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/QsrKyWH2ebM_ndIzY-Bzfg/258s.jpg
Sizzling Pan Bowl,$11.99,Bibimbowl,$$,000000236.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/_u3WdFjVFkH8MoG8r1I3Lg/258s.jpg
Galbi,$17.99,Bibimbowl,$$,000000237.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/vT72WRwbPQVKrPpHIbCuyg/258s.jpg
Seafood Tofu Soup,$11.99,Bibimbowl,$$,000000238.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/slMYzXA42LB47goJ-uGvtQ/258s.jpg
Koobideh Combo Chicken and Beef,$15.95,Kolbeh,$$,000000239.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/lWZQtEZOQrAxb1WLOaa_iA/258s.jpg
Beef Koobideh Kabob,$15.95,Kolbeh,$$,000000240.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/MIwDDsYCXcdNmU4UcPT6Qg/258s.jpg
Chicken Koobideh Kabob,$15.95,Kolbeh,$$,000000241.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/Ky5pawiMBhvg6DCjzU39Dg/258s.jpg
Gyros Plate,$14.95,Kolbeh,$$,000000242.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/7sWzgFRcCHl0C00LXV0Gew/258s.jpg
Falafel Wrap,$9.95,Kolbeh,$$,000000243.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/ETNI62jvTDOyz5L5sUTjrw/258s.jpg
Falafel Plate,$12.95,Kolbeh,$$,000000244.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/OU9EYIz_2ooef57HUpH1_g/258s.jpg
Dolma,$5.95,Kolbeh,$$,000000245.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/NWs5TpHotLoeoDD1m6jGeQ/258s.jpg
Gyros Wrap,$11.95,Kolbeh,$$,000000246.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/2pvDZXxvEnZKiJo1vXfl7Q/258s.jpg
Joojeh Kabob,$16.95,Kolbeh,$$,000000247.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/r8H8MbED40b1Xk9-hZJd-A/258s.jpg
Mahi Kabob,$19.95,Kolbeh,$$,000000248.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/PkrBaX7NuXOEHNpnC77sIg/258s.jpg
Burrata,$9.00,Vino Vino,$$,000000249.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/LI4Er6yEh8k43b6VyunyTQ/258s.jpg
Cheese and Meat Plate,$19.00,Vino Vino,$$,000000250.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/ft8P4LDct2mKB7HqyvzCnQ/258s.jpg
Smoked Salmon Crostini,$9.00,Vino Vino,$$,000000251.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/4-cxp1Me4j4jy4hQAUi08A/258s.jpg
Bruschetta,$8.00,Vino Vino,$$,000000252.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Tp5EpqO1AsIMFgo10gcIiw/258s.jpg
Brie Fig Prosciutto Crostini,$9.00,Vino Vino,$$,000000253.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/qHpUiNupVe_INBmg8ELpSQ/258s.jpg
Ham and Brie Panini,$11.00,Vino Vino,$$,000000254.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/jsDeE5KrlbrgVobIj4TrMg/258s.jpg
Smoked Salmon Panini,$13.00,Vino Vino,$$,000000255.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/j5HMaBsQK3FWICIBj27ytg/258s.jpg
Grilled Truffle Cheese Panini,$10.00,Vino Vino,$$,000000256.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/dgAFnjC7ox8uyyBE6oiPog/258s.jpg
Chocolate Truffle Cake,$9.00,Vino Vino,$$,000000257.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/xL1fcC5A6z4miWmpI_u_5w/258s.jpg
Chicken Pesto Panini,$11.00,Vino Vino,$$,000000258.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/-d8LLYRfvCDyjdV1uE96qg/258s.jpg
Lomo Saltado,$24.00,Sipan Peruvian Restaurant &amp; Bar,$$,000000259.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/-hSuAqPxUh04_XcF2-Qqpg/258s.jpg
Cau Cau De Mariscos,$22.00,Sipan Peruvian Restaurant &amp; Bar,$$,000000260.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/pDRzHAwW3Z7CMCUiSbgSNg/258s.jpg
Salmon a La Parrilla Con Quinotto,$22.00,Sipan Peruvian Restaurant &amp; Bar,$$,000000261.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/rKDiPvwcyWWYCMeJw60j5Q/258s.jpg
Bisteck a Lo Pobre,$26.00,Sipan Peruvian Restaurant &amp; Bar,$$,000000262.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/E5OIyKJiLGJ2nTLSn56cCQ/258s.jpg
Cake Sipan,$8.00,Sipan Peruvian Restaurant &amp; Bar,$$,000000263.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/_7JUjg_bejvg7m71rIUwqQ/258s.jpg
Paella De Mariscos,$26.00,Sipan Peruvian Restaurant &amp; Bar,$$,000000264.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/91MB0Y71NSrV1skj9cxeLw/258s.jpg
Bbq Pork Bun,$1.75,Dim Sum King,$,000000265.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/KdUXE1SbXqBkay6eVe7LEA/258s.jpg
3 Pieces Vegetarian Sticky Y Rice Siu Mai,$3.45,Dim Sum King,$,000000266.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/L71w5TpynVBKVbI2745v5Q/258s.jpg
3 Pieces Shrimp Dumpling,$3.45,Dim Sum King,$,000000267.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/yCZNKhYOXoMGTXsXA8oIxg/258s.jpg
3 Pieces Shrimp and Pork Dumpling,$3.45,Dim Sum King,$,000000268.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/HqVUJnC1sPATdxHwbVAg8Q/258s.jpg
3 Pieces Sticky Rice Wrapped Lotus Leaf,$3.45,Dim Sum King,$,000000269.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/vBDBmnfzg4qDjoAg3yc5aw/258s.jpg
3 Pieces Shrimp and Spinach Dumpling,$3.45,Dim Sum King,$,000000270.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/Xok08O1-xbH_z9WIjjlkKw/258s.jpg
Baked Egg Custard Bun,$1.75,Dim Sum King,$,000000271.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/xh0BaSMw6779B9jPIsBG9g/258s.jpg
3 Pieces Pork and Cabbage Bun,$3.45,Dim Sum King,$,000000272.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/LLXr1I4aCW1rNrzwLTq6tQ/258s.jpg
